INDEX,TRACK ID,VALID,UTC DATE,UTC TIME,LOCAL DATE,LOCAL TIME,MS,LATITUDE,N/S,LONGITUDE,E/W,ALTITUDE,SPEED,HEADING,G-X,G-Y,G-Z
124,1,FIXED,2018/3/22,0:25:43,2018/3/21,21:25:43,200,26.316868,S,48.833949,W,-30.269161,0.463637,82.468775,0.000000,0.000000,0.000000
125,1,FIXED,2018/3/22,0:25:48,2018/3/21,21:25:48,200,26.316867,S,48.833941,W,-29.607386,0.951218,141.563558,0.000000,0.000000,0.000000
126,1,FIXED,2018/3/22,0:25:53,2018/3/21,21:25:53,200,26.316911,S,48.833902,W,-28.838457,14.555446,111.163445,0.000000,0.000000,0.000000
127,1,FIXED,2018/3/22,0:25:58,2018/3/21,21:25:58,200,26.316974,S,48.833720,W,-26.414343,4.043458,100.579366,0.000000,0.000000,0.000000
128,1,FIXED,2018/3/22,0:26:3,2018/3/21,21:26:3,200,26.317006,S,48.833529,W,-23.508062,7.089372,196.845266,0.000000,0.000000,0.000000
129,1,FIXED,2018/3/22,0:26:8,2018/3/21,21:26:8,200,26.317049,S,48.833544,W,-24.076981,2.492914,319.836548,0.000000,0.000000,0.000000
130,1,FIXED,2018/3/22,0:26:13,2018/3/21,21:26:13,200,26.317030,S,48.833562,W,-24.885052,5.478187,323.792403,0.000000,0.000000,0.000000
131,1,FIXED,2018/3/22,0:26:18,2018/3/21,21:26:18,200,26.316995,S,48.833591,W,-25.766483,4.078953,294.016565,0.000000,0.000000,0.000000
132,1,FIXED,2018/3/22,0:26:23,2018/3/21,21:26:23,200,26.316937,S,48.833735,W,-25.940441,9.575277,279.596596,0.000000,0.000000,0.000000
133,1,FIXED,2018/3/22,0:26:28,2018/3/21,21:26:28,200,26.316920,S,48.833848,W,-25.877161,5.259362,246.772907,0.000000,0.000000,0.000000
134,1,FIXED,2018/3/22,0:26:33,2018/3/21,21:26:33,200,26.316939,S,48.833897,W,-25.763733,2.834882,216.691418,0.000000,0.000000,0.000000
135,1,FIXED,2018/3/22,0:26:38,2018/3/21,21:26:38,200,26.316944,S,48.833901,W,-23.662626,0.884621,257.766766,0.000000,0.000000,0.000000
136,1,FIXED,2018/3/22,0:26:43,2018/3/21,21:26:43,200,26.316946,S,48.833911,W,-23.563019,0.459952,189.575387,0.000000,0.000000,0.000000
137,1,FIXED,2018/3/22,0:26:48,2018/3/21,21:26:48,200,26.316951,S,48.833912,W,-23.497217,0.971859,192.171588,0.000000,0.000000,0.000000
138,1,FIXED,2018/3/22,0:26:53,2018/3/21,21:26:53,200,26.316962,S,48.833915,W,-23.458874,0.882512,196.190477,0.000000,0.000000,0.000000
139,1,FIXED,2018/3/22,0:26:58,2018/3/21,21:26:58,200,26.316973,S,48.833918,W,-23.441954,1.685454,83.737157,0.000000,0.000000,0.000000
140,1,FIXED,2018/3/22,0:27:3,2018/3/21,21:27:3,200,26.316961,S,48.833795,W,-21.427828,9.669638,87.209335,0.000000,0.000000,0.000000
141,1,FIXED,2018/3/22,0:27:8,2018/3/21,21:27:8,200,26.316956,S,48.833679,W,-19.760426,1.924128,99.016532,0.000000,0.000000,0.000000
142,1,FIXED,2018/3/22,0:27:13,2018/3/21,21:27:13,200,26.316972,S,48.833568,W,-18.143200,4.699516,126.226836,0.000000,0.000000,0.000000
